dataset,method,beta_scale,ratio,mean,std
PubMed,Ours,0.9,0.05,0.12709985759998985,0.04153147428264385
PubMed,Ours,0.9,0.1,0.3150466687268849,0.04499356833220859
PubMed,Ours,1.0,0.01,0.023752088814187538,0.03248096091669592
PubMed,Ours,1.0,0.05,0.18355262287151117,0.07612254724472468
PubMed,Ours,1.0,0.1,0.42988351742285713,0.04698732619351735
PubMed,Ours,1.1,0.01,0.05387395338883703,0.04819268184144538
PubMed,Ours,1.1,0.05,0.20810387458609778,0.12069797819966409
PubMed,Ours,1.1,0.1,0.4826305852334382,0.05950076615857263
PubMed,Ours,1.2,0.01,0.05481828203504445,0.08940430213144625
PubMed,Ours,1.2,0.05,0.2570682507075631,0.10549451361123362
PubMed,Ours,1.2,0.1,0.5112656299917152,0.055026100407693755
PubMed,Ours,1.5,0.01,0.01897271532751338,0.052059578561464155
PubMed,Ours,1.5,0.05,0.2172174390363848,0.054241432737669494
PubMed,Ours,1.5,0.1,0.483823835338509,0.05632728313250242
PubMed,Ours,2.0,0.01,0.02755792450609648,0.03760567878005371
PubMed,Ours,2.0,0.05,0.16920012628472272,0.03579757778685362
PubMed,Ours,2.0,0.1,0.3666920830987117,0.04476055420867601
PubMed,Ours_Adaptive,0.8,0.01,0.01563834244331742,0.034731719073042004
PubMed,Ours_Adaptive,0.8,0.05,0.09440375377155011,0.044378262127222234
PubMed,Ours_Adaptive,0.8,0.1,0.15854897120585448,0.0629484091630011
PubMed,Ours_Adaptive,0.9,0.01,-0.0026474251174894103,0.03942885824885202
PubMed,Ours_Adaptive,0.9,0.05,0.08746836737725722,0.025901663787251995
PubMed,Ours_Adaptive,0.9,0.1,0.32253634895123867,0.03513393677276128
PubMed,Ours_Adaptive,1.0,0.01,0.022435223579284652,0.017826633866359253
PubMed,Ours_Adaptive,1.0,0.05,0.19116921143949756,0.0544868982254521
PubMed,Ours_Adaptive,1.0,0.1,0.4071910890738006,0.05614977535182613
PubMed,Ours_Adaptive,1.1,0.01,0.07959427584006111,0.05708662457898541
PubMed,Ours_Adaptive,1.1,0.05,0.18027153816144478,0.09828846685991116
PubMed,Ours_Adaptive,1.1,0.1,0.4947803030928147,0.061014991632972033
PubMed,Ours_Adaptive,1.2,0.01,0.02057933015352272,0.05533551891723356
PubMed,Ours_Adaptive,1.2,0.05,0.21695093395573745,0.07103912202666078
PubMed,Ours_Adaptive,1.2,0.1,0.5301541239729826,0.03797210675959477
PubMed,Ours_Adaptive,1.5,0.01,0.05286700363958764,0.03377105617420868
PubMed,Ours_Adaptive,1.5,0.05,0.2216205503341085,0.058305571732435016
PubMed,Ours_Adaptive,1.5,0.1,0.4892024838424314,0.04293431051752753
PubMed,Ours_Adaptive,2.0,0.01,0.029758032910516097,0.03821232082325957
PubMed,Ours_Adaptive,2.0,0.05,0.17707120709988647,0.05281582359965652
PubMed,Ours_Adaptive,2.0,0.1,0.36047182228322583,0.054776471109887905
PubMed,PageRank,0.8,0.01,0.34195445773850625,0.035285905936051236
PubMed,PageRank,0.8,0.05,0.4775175342781409,0.05771303436531444
PubMed,PageRank,0.8,0.1,0.4896840532506609,0.06159048410334822
PubMed,PageRank,0.9,0.01,0.49323179015068713,0.05742118607438858
PubMed,PageRank,0.9,0.05,0.6704565231293186,0.06260899480600712
PubMed,PageRank,0.9,0.1,0.6838888326490705,0.06282196964479454
PubMed,PageRank,1.0,0.01,0.6483861758888163,0.027216744960422784
PubMed,PageRank,1.0,0.05,0.8241213938480636,0.04015816528463692
PubMed,PageRank,1.0,0.1,0.8336488864838542,0.04008977283246955
PubMed,PageRank,1.1,0.01,0.7149749900627027,0.02715230678210923
PubMed,PageRank,1.1,0.05,0.9067980772737847,0.020700333408502962
PubMed,PageRank,1.1,0.1,0.9143079327325803,0.02022783770487925
PubMed,PageRank,1.2,0.01,0.7397635248104836,0.014519723164758937
PubMed,PageRank,1.2,0.05,0.9478079204850436,0.011959733606573732
PubMed,PageRank,1.2,0.1,0.9533140144717585,0.011549147144350246
PubMed,PageRank,1.5,0.01,0.7942272664661568,0.017748910644222085
PubMed,PageRank,1.5,0.05,0.9850117383447348,0.0023437125171027664
PubMed,PageRank,1.5,0.1,0.9880987660636833,0.0024787350873028127
PubMed,PageRank,2.0,0.01,0.7492467163365166,0.03432947978758555
PubMed,PageRank,2.0,0.05,0.9895467110581301,0.0012139857888593573
PubMed,PageRank,2.0,0.1,0.9963251335213885,0.0004924748418279273
PubMed,PageRank_Adaptive,0.8,0.01,0.33400393504523873,0.04995238235070394
PubMed,PageRank_Adaptive,0.8,0.05,0.47484930549636495,0.06025878922311385
PubMed,PageRank_Adaptive,0.8,0.1,0.4879273280403603,0.061978423008196885
PubMed,PageRank_Adaptive,0.9,0.01,0.4845492079939725,0.056849088813289386
PubMed,PageRank_Adaptive,0.9,0.05,0.671833020587482,0.0615614866572357
PubMed,PageRank_Adaptive,0.9,0.1,0.6832249126405936,0.06395968148265685
PubMed,PageRank_Adaptive,1.0,0.01,0.6403154064867307,0.02278974273962393
PubMed,PageRank_Adaptive,1.0,0.05,0.8245462136160754,0.040650354016108343
PubMed,PageRank_Adaptive,1.0,0.1,0.8335318896894662,0.0399282992430632
PubMed,PageRank_Adaptive,1.1,0.01,0.7104466009585806,0.014194009946408105
PubMed,PageRank_Adaptive,1.1,0.05,0.9073863248416181,0.020859161474653214
PubMed,PageRank_Adaptive,1.1,0.1,0.9143214466228748,0.02047042788051095
PubMed,PageRank_Adaptive,1.2,0.01,0.7506428083919238,0.031541231364885736
PubMed,PageRank_Adaptive,1.2,0.05,0.947893204835198,0.012032942555407352
PubMed,PageRank_Adaptive,1.2,0.1,0.9531951621556857,0.011604561064480703
PubMed,PageRank_Adaptive,1.5,0.01,0.7979019487147563,0.023575765080418195
PubMed,PageRank_Adaptive,1.5,0.05,0.9849164232179961,0.0024346126671792676
PubMed,PageRank_Adaptive,1.5,0.1,0.9880958535487725,0.00253274131718248
PubMed,PageRank_Adaptive,2.0,0.01,0.7451012604109554,0.028653067563261712
PubMed,PageRank_Adaptive,2.0,0.05,0.9896949364668292,0.0008833578388380309
PubMed,PageRank_Adaptive,2.0,0.1,0.9963213039042487,0.00048444364758481193
